 ident,name,latitude_deg,longitude_deg
DNEN,Akanu Ibiam International Airport,6.474269867,7.56196022
DNFB,Finima Bonny Airport,4.406626,7.176096
DNFD,Forcados Terminal Airport,5.355,5.349002
DNGU,Gusau Airport,12.1717,6.69611
DNIB,Ibadan Airport,7.362460136,3.978329897
DNIL,Ilorin International Airport,8.440210342,4.493919849
DNIM,Sam Mbakwe International Airport,5.427060127,7.206029892
DNJA,Jalingo Airport,8.900587,11.27946
DNJO,Yakubu Gowon Airport,9.639829636,8.869050026
DNKA,Kaduna Airport,10.6960001,7.320109844
DNKN,Mallam Aminu International Airport,12.0476,8.52462
DNMA,Maiduguri International Airport,11.85529995,13.08090019
DNMK,Makurdi Airport,7.70388,8.61394
DNMM,Murtala Muhammed International Airport,6.577370167,3.321160078
DNMN,Minna Airport,9.652170181,6.462259769
DNOS,Oshogbo Airport,7.782999992,4.482999802
DNPO,Port Harcourt International Airport,5.015490055,6.949590206
DNSO,Sadiq Abubakar III International Airport,12.91629982,5.207190037
DNYO,Yola Airport,9.25755024,12.43039989
DNZA,Zaria Airport,11.1302,7.68581
DO-0001,Santiago Municipal Airport,19.46990013,-70.70059967
DO-0002,Old Barahona Airport,18.215,-71.0981
DO-0003,Barahona Heliport,18.2131,-71.0968
DO-0004,punta cana international,0,0
DOO,Dorobisoro Airport,-9.461855,147.920907
DOS,Dios Airport,-5.5609,154.9616
DPK,Deer Park Airport,40.76,-73.31
DPT,Deputatskiy Airport,69.392503,139.890012
DPU,Dumpu Airport,-5.858,145.705
DQA,Saertu Airport,46.74638889,125.1405556
DRRA,Tessaoua Airport,13.756968,8.020568
DRRB,Birni-N'Konni Airport,13.80150032,5.242360115
DRRC,Dogondoutchi Airport,13.66699982,4.099999905
DRRD,Dosso Airport,13.04812479,3.220968246
DRRE,Tera Airport,13.94999981,0.73299998
DRRG,Gaya Airport,11.88300037,3.433000088
DRRI,Bilma Airport,18.68670082,12.91919994
DRRL,Tillabery Airport,14.19999981,1.467000008
DRRM,Maradi Airport,13.50249958,7.126749992
DRRN,Diori Hamani International Airport,13.4815,2.18361
DRRP,La Tapoa Airport,12.4829998,2.400000095
DRRT,Tahoua Airport,14.8757,5.265359879
DRRU,Ouallam Airport,14.33300018,2.082999945
DRZA,Mano Dayak International Airport,16.9659996,8.000109673
DRZD,Dirkou Airport,18.96870041,12.86870003
DRZF,Diffa Airport,13.37290001,12.6267004
DRZG,Goure Airport,13.98359966,10.27490044
DRZI,Iferouane Airport,19.066198,8.41496
DRZL,Arlit Airport,18.79039955,7.365950108
DRZM,Maine-Soroa Airport,13.20549965,12.0323
DRZN,N'Guigmi Airport,14.2510004,13.12899971
DRZR,Zinder Airport,13.77900028,8.98375988
DRZT,Tanout Airport,14.97029972,8.891670227
DSG,Dilasag Airport,16.44583333,122.2068056
DST,Split Seaplane City,43.499875,16.438172
DT1,Downtown Fort Lauderdale Heliport,26.12050056,-80.14209747
DT70,Medenine Airport,33.35020065,10.44400024
DTG,Dwight Airport,41.13330078,-88.44080353
DTKA,Tabarka 7 Novembre Airport,36.97999954,8.876939774
DTMB,Monastir Habib Bourguiba International Airport,35.7580986,10.75469971
DTTA,Tunis Carthage International Airport,36.85100174,10.22719955
DTTB,Sidi Ahmed Air Base,37.245398,9.79145
DTTD,Remada Air Base,32.30619812,10.38210011
DTTF,Gafsa Ksar International Airport,34.42200089,8.822500229
DTTG,Gabès Matmata International Airport,33.87689972,10.10330009
DTTI,Borj El Amri Airport,36.72129822,9.943149567
DTTJ,Djerba Zarzis International Airport,33.875,10.7755003
DTTR,El Borma Airport,31.70429993,9.254619598
DTTX,Sfax Thyna International Airport,34.7179985,10.69099998
DTTZ,Tozeur Nefta International Airport,33.93970108,8.110560417
DUS,Flughafen Düsseldorf,0,0
DVD,Andavadoaka Airport,-22.06608,43.259573
DWO,Diyawanna Oya Seaplane Base,6.906585,79.909
DWR,Dywer Airbase,31,64
DWS,Lake Buena Vista STOLport,28.39944444,-81.57127778
DXAK,Akpaka Airport,7.583000183,1.116999984
DXDP,Djangou Airport,10.8,0.242
DXKP,Kolokope Airport,7.800000191,1.282999992
DXMG,Sansanné-Mango Airport,10.37301064,0.471382141
DXNG,Niamtougou International Airport,9.76733017,1.091249943
DXSK,Sokodé Airport,8.994275,1.153004
DXXX,Lomé-Tokoin Airport,6.165609837,1.254510045
DZ-0001,Hamra Airport,29.225107,6.4936
DZ-0002,"│⸗ꜙꜙ⸗│{+91-9680118734} BeST paNdiT GuRu ji BeST diVoRce LoVe SoLuTioN In KeraLa,EngLand",0,0
DZ-0003,Djanet,24.446579,9.504498
DZ-0004,"online black magic specialist +91-8437857317 gurumaa  in Russia , Krasny Kut",0,0
E07,Tatum Airport,33.26119995,-103.2770004
E20,Lake Berryessa Seaplane Base,38.59159851,-122.2590027
E27,Elk Grove Airport,38.39239883,-121.3310013
E32,Lindrith Airpark,36.29140091,-107.0559998
E36,Georgetown Airport,38.92110062,-120.8649979
E37,Flying J Ranch Airport,32.84780121,-109.8820038
E40,Wilson's Airport,35.65209961,-81.35790253
E53,Engler Field airport,43.783812,-82.986249
E55,Ocean Ridge Airport,38.80130005,-123.5299988
E58,Bird Dog Airfield,33.3074,-97.3472
E61,Conchas Lake Seaplane Base,35.38420105,-104.2160034
E66,Maple Grove Heliport,42.71709824,-84.06189728
E68,Estrella Sailport Gliderport,33.08530045,-112.1610031
E70,Huber Airpark Civic Club Llc Airport,29.60330009,-97.99060059
E79,Sierra Sky Park Airport,36.84019852,-119.8700027
E81,Superior Municipal Airport,33.27780151,-111.1269989
E85,Denio Junction Airport,41.95410156,-118.6309967
E92,Estancia Municipal Airport,34.76340103,-106.0410004
E94,Glenwood Airport,33.352798,-108.866997
EAL,Elenak Airport,9.319305556,166.8477778
EBAK,Kiel heliport,51.200153,4.359219
EBAL,Aalst Hospital Helistrip,50.943333,4.055833
EBAM,Amougies Airfield,50.740101,3.4849
EBAR,Arlon-Sterpenich ULM,49.6628,5.88694
EBAS,'s Gravenwezel heliport,51.24694443,4.542778015
EBAT,Meldert heliport,50.92683,4.112962
EBAV,Avernas-le-Bauduin ULM,50.706699,5.06806
EBAW,Antwerp International Airport (Deurne),51.18939972,4.460279942
EBBA,Baudour Heliport,50.469633,3.838724
EBBC,Luyckx heliport,51.30472183,4.629444122
EBBE,Beauvechain Air Base,50.75859833,4.768330097
EBBG,Michamps Ulmodrome,50.05279922,5.79861021
EBBH,Keysers heliport,51.34305573,4.621943951
EBBL,Kleine Brogel Air Base,51.168301,5.47
EBBM,Brakel/Michelbeke Heliport,50.830885,3.774096
EBBN,Büllingen ULM,50.415001,6.27639
EBBO,Mogimont Ulmodrome,49.866402,5.06806
EBBR,Brussels Airport,50.90140152,4.48443985
EBBT,Brasschaat Airfield,51.34259,4.503451
EBBW,Bassenge-Wonck ULM,50.778301,5.61667
EBBX,Jehonville Air Base,49.89170074,5.223889828
EBBY,Baisy-Thy ULM,50.56861115,4.434721947
EBBZ,Buzet ULM,50.541667,4.3811111
EBCF,Cerfontaine Airfield,50.152802,4.38722
EBCH,Casteau / SHAPE Helipad,50.503056,3.982501
EBCI,Brussels South Charleroi Airport,50.459202,4.45382
EBCR,Chimay-Ronvaux Ulmodrome,50.2472229,5.113889217
EBCS,Saint-Remy ULM,50.0583,4.28194
EBCV,Chièvres Air Base,50.57580185,3.83100009
EBDI,Diksmuide heliport,51.01805496,2.856944084
EBDL,Lanklaar heliport,51.017651,5.699703
EBDR,Antwerp/Commandant Fourcault Heliport,51.239415,4.407885
EBDT,Schaffen Airfield,50.999199,5.06556
EBDW,Webbekom heliport,50.958132,5.064743
EBEB,Evergem / Belzele Heliport,51.100833,3.653611
EBEH,Hydrobase de l'Eau d'Heure,50.183611,4.369722
EBEN,Engels heliport,51.21166611,4.580832958
EBEU,UZA heliport,51.15587997,4.409976006
EBFD,Dompire heliport,50.550835,4.996389
EBFN,Koksijde Air Base,51.09030151,2.652780056
EBFR,Francorchamps heliport,50.45617888,5.953323841
EBFS,Florennes Air Base,50.24330139,4.645830154
EBGA,UZ Leuven Hospital Heliport,50.8773,4.672744
EBGB,Grimbergen Airfield,50.948546,4.39181
EBGE,Grand Hôpital de Charleroi (GHDC Asbl) Heliport,50.37581,4.486308
EBGG,Overboelare Airfield,50.7556,3.86389
EBGL,CRC Glons Heliport,50.73973,5.5421
EBGT,UZ Gent heliport,51.0205574,3.730278015
EBHA,Ham heliport,51.07935333,5.109154224
EBHE,Héron-Couthuin Ulmodrome,50.53889847,5.10916996
EBHL,Halen heliport,50.93083191,5.08138895
EBHM,Maasland heliport,50.90972137,5.348888874
EBHN,Hoevenen Airfield,51.30609894,4.387219906
EBHO,Holsbeek heliport,50.919676,4.768925
EBHT,Houthalen heliport,51.01499939,5.362500191
EBIS,Ath/Isieres Ulmodrome,50.66419983,3.804440022
EBKH,Balen-Keiheuvel Airfield,51.180957,5.221124
EBKR,Kruishoutem / SONS Heliport,50.891528,3.500812
EBKT,Wevelgem Airport,50.81719971,3.20472002
EBKU,Kuurne Heliport,50.859402,3.25667
EBKW,Westkapelle heliport,51.32222366,3.293056011
EBLB,Elsenborn Air Base,50.481701,6.18194
EBLC,Citadelle heliport,50.65342712,5.57761097
EBLE,Leopoldsburg Airfield,51.12,5.3072222
EBLG,Liège Airport,50.63740158,5.443220139
EBLI,Lierneux ULM,50.286701,5.83639
EBLM,Meulebeke Heliport,50.931667,3.293889
EBLN,Liernu ULM,50.580601,4.7925
EBLO,Orban heliport,50.630913,5.571726
EBLR,Reninge heliport,50.93388748,2.755000114
EBLS,Sart Tilman heliport,50.57138824,5.565278053
EBLU,Lummen heliport,50.99194336,5.238889217
EBLY,Ranst/Lymar Heliport,51.210662,4.576811
EBLZ,Zaffelare heliport,51.131111,3.865556
EBMA,Westmalle heliport,51.287224,4.714167
EBMB,Melsbroek Air Base,50.913,4.49
EBMD,AZ Middelheim heliport,51.181674,4.421096
EBME,Meerbeek heliport,50.873756,4.596889
EBMG,Matagne-la-Petite Ulmodrome,50.104698,4.63806
EBML,Maillen Ulmodrome,50.37419891,4.927780151
EBMO,Moorsele Airfield,50.852798,3.14731
EBMS,Bra heliport,50.32162476,5.731153965
EBMT,Montigny-Le-Tilleul heliport,50.35860443,4.368843079
EBMW,Meise/Wolvertem Heliport,50.948076,4.296012
EBNE,Neerpelt ULM,51.211945,5.478611
EBNH,Oostende heliport,51.19444275,2.854722023
EBNK,Nokere/Suys Heliport,50.879358,3.520104
EBNL,Nijlen Heliport,51.173888,4.665832
EBNM,Namur-Suarlée Airfield,50.487999,4.76892
EBNO,Outer ULM,50.85440063,3.985280037
EBO,Ebon Airport,4.5982,168.752
EBOB,Oud-Heverlee/Blanden Heliport,50.822638,4.709018
EBOO,Oostdijckbank platform heliport,51.27444458,2.44749999
EBOR,Orchimont Ulmodrome,49.90719986,4.936389923
EBOS,Ostend-Bruges International Airport,51.19889832,2.862220049
EBOT,Oud-Turnhout,51.32355885,5.017962456
EBPW,Warcoing heliport,50.722254,3.326106
EBRB,Beveren heliport,50.981667,3.125833
EBRO,Van Den Bosch heliport,51.20972061,4.587500095
EBRR,Rumbeke heliport,50.91,3.148056
EBSG,Saint-Ghislain Airfield,50.4575,3.82028
EBSH,St Hubert Airfield,50.0359,5.40425
EBSJ,Az Sint-Jan Heliport,51.22050632,3.19609344
EBSL,Zutendaal Air Base,50.94749832,5.590559959
EBSN,'S Gravenvoeren heliport,50.764771,5.786845
EBSP,Spa (la Sauvenière) Airfield,50.482498,5.9103
EBSS,Sint-Lucas heliport,51.18500137,3.251111031
EBST,Brustem Airfield Sint Truiden,50.791901,5.20167
EBSU,Saint Hubert Air Base,50.03440094,5.440810204
EBSW,Sint-Pieters-Leeuw heliport,50.76403046,4.219226837
EBTE,Temse heliport,51.141666,4.197222
EBTK,Kasterlee heliport,51.283866,4.912238
EBTN,Goetsenhoven Air Base,50.78170013,4.957779884
EBTR,Trazegnies heliport,50.476665,4.355556
EBTX,Theux (Verviers) Airfield,50.552601,5.85503
EBTY,Tournai/Maubray Glider Field,50.531611,3.497382
EBUB,ULB heliport,50.81305695,4.261388779
EBUC,UCL heliport,50.85318375,4.45360899
EBUL,Ursel Air Base,51.14419937,3.47555995
EBVE,Veurne heliport,51.02222061,2.680000067
EBVN,Vlimmeren Heliport,51.306523,4.806653
EBVS,Sint-Augustinus heliport,51.06277847,2.670833111
EBVU,Rotselaar heliport,50.93916702,4.730556011
EBWA,Waasmunster Heliport,51.122683,4.127796
EBWE,Weelde Air Base,51.39479828,4.960189819
EBWI,Wingene Heliport,51.064444,3.259167
EBWZ,Wingene/Zwevezele Heliport,51.052033,3.238951
EBYP,Regionaal Ziekenhuis Jan Yperman VZW Hospital Heliport,50.863486,2.896702
EBZH,Kiewit Airfield Hasselt,50.970001,5.37507
EBZI,Zingem heliport,50.92638779,3.617222071
EBZM,Oombergen Airfield,50.909401,3.82667
EBZO,Zandvoorde heliport,50.81727981,2.974564433
EBZR,Zoersel (Oostmalle) Airfield,51.264702,4.75333
EBZU,Zuienkerke ULM,51.2566986,3.14055991
EBZW,Genk Zwartberg Airfield,51.0154,5.52647
EC-0001,Carabon Airport,-3.628550053,-80.18779755
EC-0002,USAAFB Baltra,-0.472063446,-90.28770447
EC-0003,Coronel Artilleria Victor Larrea Airport,-3.435278,-79.977778
EC-0004,Nuevo Rocafuerte Airstrip,-0.927875,-75.394383
EC-0005,Ayamu Airstrip,-1.615731,-75.98772
EC-0006,Pavacachi Airstrip,-1.578569,-76.353395
EC-0007,Shivacocha Airstrip,-1.384146,-76.958786
EC-0008,Taracoa Airstrip,-1.368989,-76.947394
EC-0009,Yuca Life Airstrip,-1.497908,-77.474409
EC-0010,Pacayacu Airstrip,-1.650816,-77.596069
EC-0011,Sarayaku Airstrip,-1.739358,-77.485087
EC-0012,Teresa Mama Airstrip,-1.923175,-77.211526
EC-0013,Huito Molino Airstrip,-1.828625,-77.321688
EC-0014,Macuma Airstrip,-2.145775,-77.700306
EC-0015,Chichirata Airstrip,-2.384954,-76.654949
EC-0016,Andoas Airstrip,-2.568889,-76.660795
EC-0017,Huasaga Airstrip,-2.483436,-77.201141
EC-0018,Villano Airstrip,-1.502584,-77.327519
EC-0019,Santa Rosa 2 Airstrip,-2.212734,-77.572687
EC-0020,Yuwints Airstrip,-2.164433,-77.577369
EC-0021,Ayuy Airstrip,-2.082567,-77.580241
EC-0022,Copataza Airstrip,-2.090505,-77.446852
EC-0023,Jimbiquiti Airstrip,-1.990084,-77.716252
EC-0024,Jibaría Añangu Airstrip,-2.463387,-76.992629
EC-0025,Capauari Airstrip,-2.07019,-77.173326
EC-0026,Cotosaz Airstrip,-2.023515,-77.468726
EC-0027,Tutaguana Airstrip,-1.926173,-77.505011
EC-0028,Yaupi Airstrip,-2.852915,-77.941774
EC-0029,Wasakentza Airstrip,-2.543927,-77.199249
EC-0030,Wampuik Airstrip,-2.61555,-77.023164
EC-0031,Tambo Borja Airstrip,-2.36646,-76.513774
EC-0032,Tambo Airstrip,-1.873892,-76.773644
EC-0033,Cabaña Yasuni Airstrip,-1.298489,-76.154655
EC-0034,Kapawi Ecolodge Airstrip,-1.649234,-77.046579
EC-MZD,Méndez Airport,-2.733330011,-78.3167038
EDA,Edna Bay Seaplane Base,55.949653,-133.661012
EDAB,Flugplatz Bautzen,51.193611,14.519722
EDAC,Altenburg-Nobitz Airport,50.981945,12.506389
EDAD,Dessau Airfield,51.831694,12.190962
EDAE,Eisenhüttenstadt Airfield,52.195856,14.58753
EDAG,Großrückerswalde Airport,50.64416885,13.12638855
EDAH,Heringsdorf Airport,53.87870026,14.15229988
EDAI,Segeletz Airport,52.82666779,12.54194355
EDAJ,Gera-Leumnitz Airfield,50.881668,12.135833
EDAK,Großenhain Airport,51.30805588,13.5555563
EDAL,Fuerstenwalde Airport,52.3905983,14.09720039
EDAM,Merseburg Airport,51.3630556,11.9408333
EDAN,Neustadt-Glewe Airport,53.35972214,11.61527824
EDAO,Nordhausen Airport,51.49305725,10.83333302
EDAP,Neuhausen Airport,51.6847229,14.42305565
EDAQ,Halle-Oppin Airport,51.552223,12.053889
EDAR,Pirna-Pratzschwitz Airport,50.97916794,13.90972233
EDAS,Flugplatz Finsterwalde/Heinrichsruh,51.634445,13.675556
EDAT,Nardt Airfield,51.451111,14.199444
EDAU,Riesa-Göhlis Airport,51.29360962,13.35611057
EDAV,Eberswalde-Finow Airport,52.82722092,13.69361115
EDAW,Roitzschjora Airfield,51.577778,12.494444
EDAX,Rechlin-Lärz Airport,53.30638886,12.75222206
EDAY,Strausberg Airport,52.58055496,13.91666698
EDAZ,Schönhagen Airport,52.203609,13.156389
EDBA,Arnstadt-Alkersleben Airport,50.84166718,11.0694437
EDBC,Cochstedt Airport,51.85639954,11.42029953
EDBD,Emmel Airfield Dedelow Airport,53.356388,13.783611
EDBE,Brandenburg-Mühlenfeld Airport,52.4375,12.59000015
EDBF,Ruppiner Land Airport,52.79333115,12.76027775
EDBG,Burg Airport,52.2416687,11.85611057
EDBH,Barth Airport,54.338253,12.710515
EDBI,Zwickau Airport,50.70166779,12.45388889
EDBJ,Jena-Schöngleina Airfield,50.915279,11.714444
EDBK,Kyritz Airport,52.91888809,12.42527771
EDBL,Laucha Airport,51.24583435,11.69333267
EDBM,"Magdeburg ""City"" Airport",52.073612,11.626389
EDBN,Neubrandenburg Airport,53.6022,13.306
EDBO,Oehna Airport,51.89972305,13.05222225
EDBP,Pinnow Airport,53.61527634,11.56111145
EDBQ,Bronkow Airport,51.67055511,13.96027756
EDBR,Rothenburg/Görlitz Airport,51.36333466,14.94999981
EDBS,Sömmerda-Dermsdorf Airport,51.19916534,11.19250011
EDBT,Allstedt Airport,51.3805542,11.44666672
EDBU,Pritzwalk-Sommersberg Airport,53.18027878,12.18555641
EDBV,Stralsund Airport,54.3358345,13.04333305
EDBW,Werneuchen Airport,52.63166809,13.76694393
EDBX,Görlitz Airport,51.15888977,14.95027828
EDBY,Schmoldow Airport,53.97222137,13.34361076
EDBZ,Schwarzheide/Schipkau Airport,51.48972321,13.87944412
EDCA,Anklam Airfield,53.832779,13.668611
EDCB,Flugplatz Ballenstedt,51.745834,11.229722
EDCD,Cottbus-Drewitz Airport,51.889442,14.531944
EDCE,Eggersdorf Airport,52.481667,14.0875
EDCF,Friedersdorf Airport,52.28329849,13.80690002
EDCG,Rügen Airport,54.3833313,13.3255558
EDCH,Flugplatz Sprossen (Zeitz),51.043407,12.231895
EDCI,Flugplatz Klix,51.273888,14.506389
EDCJ,Chemnitz/Jahnsdorf Airport,50.74750137,12.83749962
EDCK,Köthen Airport,51.7211113,11.95277786
EDCL,Klietz/Scharlibbe Airport,52.70944214,12.07333279
EDCM,Kamenz Airport,51.29694366,14.12749958
EDCN,Nauen Airport,52.6278,12.9139
EDCO,Obermehler-Schlotheim Airport,51.26777649,10.63472176
EDCP,Peenemünde Airport,54.15777969,13.77444363
EDCQ,Aschersleben Airport,51.76694489,11.49833298
EDCR,Rerik-Zweedorf Airport,54.08194351,11.64916706
EDCS,Saarmund Airport,52.30833435,13.10055637
EDCT,Taucha Airport,51.39500046,12.53694439
EDCU,Güstrow Airport,53.80527878,12.23055553
EDCV,Flugplatz Pasewalk,53.50528,13.948333
EDCW,Wismar Airport,53.914444,11.499444
EDCX,Purkshof Airport,54.16166687,12.24861145
EDCY,Spremberg-Welzow Airport,51.57555771,14.13694382
EDDB,Berlin-Schönefeld Airport,52.380001,13.5225
EDDC,Dresden Airport,51.13280106,13.76720047
EDDE,Erfurt Airport,50.97980118,10.95810032
EDDF,Frankfurt am Main Airport,50.033333,8.570556
EDDG,Münster Osnabrück Airport,52.13460159,7.684830189
EDDH,Hamburg Airport,53.63040161,9.988229752
EDDI,Berlin-Tempelhof International Airport,52.47299957,13.40390015
EDDK,Cologne Bonn Airport,50.86589813,7.142739773
EDDL,Düsseldorf Airport,51.289501,6.76678
EDDM,Munich Airport,48.353802,11.7861
EDDN,Nuremberg Airport,49.498699,11.078056
EDDP,Leipzig/Halle Airport,51.423889,12.236389
EDDR,Saarbrücken Airport,49.21459961,7.109509945
EDDS,Stuttgart Airport,48.68989944,9.221960068
EDDT,Berlin-Tegel Airport,52.5597,13.2877
EDDV,Hannover Airport,52.46110153,9.685079575
EDDW,Bremen Airport,53.04750061,8.786669731
EDEB,Bad Langensalza Airport,51.12916565,10.62222195
EDEF,Babenhausen Airport,49.95249939,8.968055725
EDEG,Gotha-Ost Airport,50.97000122,10.72777843
EDEH,Herrenteich Airport,49.34500122,8.48777771
EDEL,Langenlonsheim Airport,49.90833282,7.907777786
EDEM,Mosenberg Airport,51.06277847,9.422222137
EDEN,Bad Hersfeld Airport,50.844167,9.707778
EDEP,Heppenheim Airport,49.62194443,8.624444008
EDEQ,Mühlhausen Airport,51.21305466,10.54861069
EDER,Wasserkuppe Airport,50.49888992,9.953888893
EDEW,Walldürn Airport,49.58166885,9.40222168
EDFA,Anspach/Taunus Airport,50.28833389,8.5338888
EDFB,Reichelsheim Airport,50.3358345,8.878055573
EDFC,Aschaffenburg Airport,49.93888855,9.06388855
EDFD,Bad Neustadt/Saale-Grasberg Airport,50.30611038,10.2266674
EDFE,Frankfurt-Egelsbach Airport,49.959999,8.645833
EDFG,Gelnhausen Airport,50.19722366,9.170000076
EDFH,Frankfurt-Hahn Airport,49.9487,7.26389
EDFI,Hirzenhain Airport,50.78777695,8.392778397
EDFJ,Lager Hammelburg Airport,50.09860992,9.883610725
EDFK,Bad Kissingen Airport,50.21055603,10.06888866
EDFL,Gießen-Lützellinden Airport,50.54388809,8.590277672
EDFM,Mannheim-City Airport,49.473057,8.514167
EDFN,Marburg-Schönstadt Airport,50.87444305,8.81499958
EDFO,Michelstadt/Odenwald Airport,49.67861176,8.971943855
EDFP,Ober-Mörlen Airfield,50.361942,8.711111
EDFQ,Allendorf/Eder Airport,51.03499985,8.680832863
EDFR,Rothenburg o. d. T. Airport,49.38833237,10.21805573
EDFS,Schweinfurt-Süd Airport,50.01083374,10.25111103
EDFT,Lauterbach Airport,50.683334,9.410833
EDFU,Mainbullau Airport,49.69499969,9.182499886
EDFV,Worms Airport,49.606945,8.368333
EDFW,Würzburg-Schenkenturm Airport,49.81778,9.8975
EDFX,Hockenheim Airport,49.32527924,8.528611183
EDFY,Elz Airport,50.42694473,8.011111259
EDFZ,Mainz-Finthen Airport,49.967499,8.147222
EDGA,Ailertchen Airport,50.59305573,7.945000172
EDGB,Breitscheid Airport,50.67638779,8.169444084
EDGE,Eisenach-Kindel Airport,50.991604,10.47973
EDGF,Fulda-Jossa Airport,50.47555542,9.442500114
EDGH,Hettstadt Airport,49.79861069,9.836667061
EDGI,Sonderlandeplatz Ingelfingen-Bühlhof,49.321667,9.663056
EDGJ,Ochsenfurt Airport,49.67361069,10.0713892
EDGK,Korbach Airport,51.25222015,8.87361145
EDGL,Ludwigshafen Unfallklinik Heliport.,49.4865,8.3893
EDGM,Mosbach-Lohrbach Airport,49.39888763,9.123888969
EDGN,Nordenbeck Airport,51.23507912,8.817526102
EDGO,Oedheim Heliport,49.24100113,9.234999657
EDGP,Oppenheim Airport,49.84166718,8.376667023
EDGQ,Schameder Airport,51.00027847,8.307778358
EDGR,Gießen-Reiskirchen Airport,50.56694412,8.869722366
EDGS,Siegerland Airport,50.70769882,8.082969666
EDGT,Bottenhorn Airport,50.79527664,8.458333015
EDGU,Unterschüpf Airport,49.51583481,9.669444084
EDGW,Wolfhagen „Graner Berg“ Airport,51.30722046,9.17527771
EDGX,Walldorf Airport,49.30305481,8.658888817
EDGZ,Weinheim/Bergstraße Airport,49.56750107,8.610555649
EDHA,Ahlhorn,52.888333,8.233333
EDHB,Grube Airport,54.2444458,11.0247221
EDHC,Lüchow-Rehbeck Airport,53.01610947,11.14444447
EDHD,Heilbad Heiligenstadt Airfield,51.40755,10.1453
EDHE,Uetersen/Heist Airport,53.64638901,9.704167366
EDHF,Itzehoe/Hungriger Wolf Airport,53.9944458,9.578611374
EDHG,Lüneburg Airport,53.24888992,10.46166706
EDHI,Hamburg-Finkenwerder Airport,53.53527832,9.83555603
EDHK,Kiel-Holtenau Airport,54.37944412,10.14527798
EDHL,Lübeck Blankensee Airport,53.80540085,10.71920013
EDHM,Flugplatz Hartenholm,53.915001,10.035556
EDHN,Neumünster Airport,54.07944489,9.941389084
EDHO,Ahrenlohe Airport,53.69972229,9.740555763
EDHP,Pellworm Field,54.5363884,8.680000305
EDHS,Stade Airport,53.56111145,9.499167442
EDHU,Lauenbrück Airport,53.20750046,9.573332787
EDHW,Wahlstedt Airport,53.96944427,10.22166729
EDHX,Bad Bramstedt Heliport,53.9428,9.9055
EDJA,Memmingen Allgau Airport,47.98880005,10.23950005
EDJG,Grabenstätt Airfield,47.852757,12.55037
EDKA,Aachen-Merzbrück Airport,50.82305527,6.186388969
EDKB,Bonn-Hangelar Airport,50.76889038,7.163332939
EDKD,Altena-Hegenscheid Airport,51.31305695,7.704166889
EDKF,Bergneustadt/Auf dem Dümpel Airport,51.05222321,7.707221985
EDKH,Hünsborn Airport,50.92861176,7.899167061
EDKI,Betzdorf-Kirchen Airport,50.8172226,7.830555916
EDKL,Leverkusen Airport,51.01527786,7.005556107
EDKM,Meschede-Schüren Airport,51.30277634,8.239167213
EDKN,Wipperfürth-Neye Airport,51.1241684,7.373610973
EDKO,Brilon/Hochsauerlandkreis Airfield,51.4025,8.641667
EDKP,Plettenberg-Hüinghausen Airport,51.19194412,7.791110992
EDKR,Schmallenberg-Rennefeld Airport,51.16166687,8.26222229
EDKU,Attendorn-Finnentrop Airport,51.14583206,7.936666965
EDKV,Flugplatz Dahlemer Binz,50.40555573,6.528889179
EDKW,Werdohl-Küntrop Airport,51.29722214,7.818333149
EDKZ,Meinerzhagen Airport,51.09999847,7.599999905
EDLA,Arnsberg-Menden Airport,51.48389053,7.898333073
EDLB,Borkenberge Airport,51.77999878,7.288055897
EDLC,Kamp-Lintfort Airport,51.52916718,6.536110878
EDLD,Dinslaken/Schwarze Heide Airport,51.616112,6.865278
EDLE,Essen Mulheim Airport,51.40230179,6.937329769
EDLF,Grefrath-Niershorst Airport,51.33388901,6.359444141
EDLG,Goch-Asperden Airport,51.69083405,6.104166985
EDLH,Hamm-Lippewiesen Airport,51.68972015,7.816111088
EDLI,Bielefeld Airport,51.964722,8.544444
EDLJ,Detmold Airport,51.94083405,8.904722214
EDLK,Krefeld-Egelsberg Airport,51.38499832,6.587778091
EDLM,Marl-Loemühle Airfield,51.647202,7.16333
EDLN,Mönchengladbach Airport,51.230278,6.504444
EDLO,Oerlinghausen Airport,51.93222046,8.66166687
EDLP,Paderborn Lippstadt Airport,51.61410141,8.616319656
EDLQ,Beelen Airport,51.93166667,8.081666667
EDLR,Paderborn-Haxterberg Airport,51.6883316,8.775278091
EDLS,Stadtlohn-Vreden Airport,51.99583435,6.840556145
EDLT,Münster-Telgte Airport,51.94444275,7.773889065
EDLU,Oelde Bergeler Airport,51.83060074,8.17471981
EDLV,Weeze Airport,51.60240173,6.142169952
EDLW,Dortmund Airport,51.5182991,7.612239838
EDLX,Wesel-Römerwardt Airport,51.66277695,6.595832825
EDLY,Borken-Hoxfeld Airport,51.85333252,6.814722061
EDLZ,Soest/Bad Sassendorf Airport,51.57805634,8.21472168
EDMA,Augsburg Airport,48.425278,10.931667
EDMB,Biberach a.d. Riß Airfield,48.111111,9.762778
EDMC,Blaubeuren Airport,48.41972351,9.798333168
EDMD,Dachau-Gröbenried Airport,48.228333,11.423056
EDME,Eggenfelden Airport,48.39611053,12.72361088
EDMF,Fürstenzell Airport,48.51805496,13.34583282
EDMG,Günzburg-Donauried Airport,48.48666763,10.28333282
EDMH,Gunzenhausen-Reutberg Airfield,49.111942,10.780833
